Survived,Pclass,Sex,Age,Siblings_spouses,Parents_children,Fare,Embarked,relatives,Deck,Title
1,2,1,28,0,0,13,0,0,8,2
1,3,0,34,0,0,8,0,0,8,1
1,1,0,4,0,2,81,0,2,1,4
1,2,1,13,0,1,19,0,1,8,2
1,1,0,34,0,0,26,0,0,8,1
1,3,1,5,2,1,19,1,3,8,2
1,1,0,52,0,0,30,0,0,3,5
0,2,0,36,1,2,27,0,3,8,1
0,3,0,43,1,0,19,0,1,8,1
0,1,0,30,0,0,27,1,0,3,1
1,1,0,49,1,0,89,1,1,3,1
0,3,0,40,0,0,8,0,0,8,1
1,3,0,29,0,0,7,1,0,8,1
0,1,0,65,0,0,26,0,0,5,1
1,1,1,34,1,0,51,0,1,4,3
1,2,1,50,0,0,10,0,0,8,2
0,3,0,18,0,0,7,2,0,8,1
1,1,0,48,0,0,26,0,0,5,1
0,3,0,34,0,0,8,0,0,8,1
0,1,0,47,0,0,38,0,0,5,1
0,2,0,48,0,0,13,0,0,8,1
0,3,0,30,0,0,8,0,0,8,1
0,3,0,38,0,0,7,0,0,8,1
0,2,0,22,0,0,0,0,0,8,1
0,1,0,56,0,0,26,0,0,8,1
0,3,0,41,0,0,7,2,0,8,1
1,3,1,0,2,1,19,1,3,8,2
0,3,0,22,0,0,7,0,0,8,1
0,3,0,38,0,0,8,0,0,8,1
1,2,1,33,1,2,27,0,3,8,3
1,2,1,23,0,0,13,1,0,4,3
0,3,1,22,0,0,9,0,0,8,2
0,1,0,31,0,0,52,0,0,1,1
0,2,0,34,1,0,21,0,1,8,1
0,3,0,29,1,0,7,0,1,8,1
0,3,0,22,0,0,7,0,0,8,1
1,3,1,2,0,1,12,0,1,8,2
0,3,0,9,5,2,46,0,7,8,4
0,2,0,32,0,0,0,0,0,8,1
0,3,0,50,0,0,8,0,0,8,1
1,3,1,63,0,0,9,0,0,8,3
1,1,0,25,1,0,91,1,1,2,1
0,3,1,31,3,1,25,0,4,8,2
1,1,1,35,1,0,90,0,1,3,3
0,1,0,58,0,0,29,1,0,2,1
0,3,0,30,0,0,8,0,0,8,1
1,3,0,9,1,1,15,0,2,8,4
0,3,0,38,1,0,19,0,1,8,1
0,3,0,21,0,0,7,0,0,8,1
0,1,0,55,0,0,30,0,0,3,1
0,1,0,71,0,0,49,1,0,8,1
0,3,0,21,0,0,8,0,0,8,1
0,3,0,22,0,0,14,1,0,8,1
1,1,1,54,1,0,78,1,1,4,2
0,3,0,19,0,0,15,0,0,8,1
0,1,1,25,1,2,151,0,3,3,3
0,3,0,24,0,0,7,0,0,8,1
0,3,0,17,0,0,8,0,0,8,1
0,3,1,21,0,0,7,2,0,8,2
0,3,1,18,0,0,7,2,0,8,2
0,3,1,37,0,0,9,0,0,8,2
1,1,1,16,0,0,86,0,0,2,2
0,1,0,18,1,0,108,1,1,3,1
1,2,1,33,0,2,26,0,2,8,3
1,1,0,37,0,0,26,0,0,8,1
0,3,0,28,0,0,22,0,0,8,1
1,3,0,26,0,0,56,0,0,8,1
1,3,0,29,0,0,7,2,0,8,1
0,3,0,31,0,0,8,0,0,8,1
1,1,0,36,0,0,26,0,0,5,1
1,1,1,54,1,0,59,1,1,8,3
0,3,0,24,0,0,7,0,0,8,1
0,1,0,47,0,0,34,0,0,4,1
1,2,1,34,0,0,10,0,0,6,3
0,3,0,19,0,0,24,2,0,8,1
1,2,1,36,1,0,26,0,1,8,3
0,3,0,32,0,0,7,0,0,8,1
1,1,1,30,0,0,93,0,0,2,2
0,3,0,22,0,0,7,0,0,8,1
0,3,0,20,0,0,7,1,0,8,1
1,1,1,44,0,1,57,1,1,2,3
0,3,0,27,0,0,7,1,0,8,1
0,3,0,40,0,0,7,2,0,8,1
1,2,1,50,0,0,10,0,0,8,2
0,1,0,33,0,0,221,0,0,3,1
0,3,0,39,0,0,7,0,0,8,1
0,2,0,23,2,1,11,0,3,8,1
1,2,1,2,1,1,26,0,2,8,2
0,3,0,24,0,0,7,1,0,8,1
0,3,0,17,1,1,7,1,2,8,1
1,3,1,43,0,2,22,1,2,8,3
0,3,1,30,0,0,8,0,0,8,2
1,2,1,7,0,2,26,0,2,8,2
0,1,0,45,0,0,26,0,0,2,5
1,1,1,30,0,0,106,1,0,8,2
0,3,0,39,0,0,14,0,0,8,1
1,1,1,22,0,2,49,1,2,2,2
1,1,1,36,0,2,71,0,2,2,2
0,3,1,9,4,2,31,0,6,8,2
0,3,1,11,4,2,31,0,6,8,2
1,2,0,32,1,0,26,0,1,8,1
0,1,0,50,1,0,106,1,1,3,1
0,1,0,64,0,0,26,0,0,8,1
1,2,1,19,1,0,26,0,1,8,3
1,2,0,23,0,0,13,1,0,8,1
0,3,0,33,1,1,20,0,2,8,1
1,2,0,8,1,1,36,0,2,8,4
1,1,0,17,0,2,110,1,2,3,1
0,2,0,27,0,0,26,0,0,8,1
0,3,0,31,0,0,7,2,0,8,1
1,3,0,22,0,0,7,1,0,8,1
1,3,1,22,0,0,7,0,0,8,2
0,1,0,62,0,0,26,0,0,8,1
1,1,1,48,1,0,39,1,1,1,5
0,1,0,37,0,0,227,1,0,8,1
1,1,1,39,1,1,79,0,2,5,3
1,3,1,36,1,0,17,0,1,8,3
0,3,0,17,0,0,7,2,0,8,1
0,3,0,40,0,0,7,0,0,8,1
0,2,0,28,0,0,13,0,0,8,1
0,3,0,39,0,0,8,0,0,8,1
0,3,1,24,0,0,8,0,0,8,2
0,3,0,24,2,0,24,0,2,8,1
0,3,0,19,0,0,7,0,0,8,1
0,3,1,29,0,4,21,0,4,8,3
0,3,0,26,0,0,7,1,0,8,1
1,3,0,32,0,0,7,0,0,8,1
1,2,0,62,0,0,10,0,0,8,1
1,1,1,53,2,0,51,0,2,3,3
1,1,0,36,0,0,26,0,0,5,1
1,3,1,32,0,0,7,2,0,8,2
0,3,0,16,0,0,8,0,0,8,1
0,3,0,19,0,0,14,0,0,8,1
1,2,1,34,0,0,13,0,0,8,2
1,1,1,39,1,0,55,0,1,5,3
0,3,1,20,1,0,14,1,1,8,3
1,3,0,32,0,0,7,0,0,8,1
1,2,1,25,1,1,30,0,2,8,2
1,1,1,39,1,1,110,1,2,3,3
0,2,0,54,0,0,26,0,0,8,1
0,1,0,36,0,0,40,1,0,1,1
0,3,0,22,0,0,8,1,0,8,1
1,1,1,18,0,2,79,0,2,5,2
0,2,0,47,0,0,15,0,0,8,1
1,1,0,60,1,1,79,1,2,2,1
0,3,0,22,0,0,8,0,0,8,1
0,3,0,17,0,0,8,0,0,8,1
0,3,0,35,0,0,7,0,0,8,1
1,1,1,52,1,0,78,1,1,4,3
0,3,0,47,0,0,7,0,0,8,1
0,3,1,37,0,2,7,2,2,8,2
0,2,0,37,1,0,26,0,1,8,1
0,3,0,36,1,1,24,0,2,8,1
1,2,1,24,0,0,33,0,0,8,2
0,3,0,49,0,0,0,0,0,8,1
0,3,0,37,0,0,7,1,0,8,1
1,1,0,49,1,0,56,1,1,1,5
1,2,1,24,2,1,27,0,3,8,3
0,3,0,30,0,0,7,0,0,8,1
0,1,0,34,0,0,42,0,0,8,1
0,3,0,44,0,0,8,0,0,8,1
1,1,0,35,0,0,26,1,0,8,1
0,3,0,36,1,0,15,0,1,8,1
0,3,0,30,0,0,7,0,0,8,1
1,1,0,27,0,0,30,0,0,8,1
1,2,1,22,1,2,41,1,3,8,3
1,1,1,40,0,0,153,0,0,3,2
0,3,1,39,1,5,31,0,6,8,3
0,3,0,43,0,0,7,0,0,8,1
1,3,1,40,1,0,15,2,1,8,2
0,3,0,22,0,0,7,2,0,8,1
0,3,0,35,0,0,8,0,0,8,1
1,2,1,24,1,2,65,0,3,8,2
0,3,0,34,1,1,14,0,2,8,1
0,3,1,26,1,0,16,0,1,8,3
1,2,1,4,2,1,39,0,3,6,2
0,2,0,26,0,0,10,0,0,8,1
0,3,0,27,1,0,14,1,1,8,1
1,1,0,42,1,0,52,0,1,4,1
1,3,0,20,1,1,15,1,2,8,1
0,3,0,21,0,0,7,0,0,8,1
0,3,0,21,0,0,16,0,0,8,1
0,1,0,61,0,0,32,0,0,4,1
0,2,0,57,0,0,12,2,0,8,5
1,1,1,21,0,0,77,0,0,4,2
0,3,0,26,0,0,7,0,0,8,1
0,3,0,25,0,0,7,2,0,8,1
1,1,0,80,0,0,30,0,0,1,1
0,3,0,51,0,0,7,0,0,8,1
1,1,0,32,0,0,30,1,0,2,5
0,1,0,17,0,0,0,0,0,8,1
0,3,1,9,3,2,27,0,5,8,2
1,2,1,28,0,0,13,0,0,8,2
0,3,0,32,0,0,7,0,0,8,1
0,2,0,31,1,1,26,0,2,8,1
0,3,1,41,0,5,39,0,5,8,3
0,3,0,20,1,0,16,0,1,8,1
0,3,0,20,0,0,7,0,0,8,1
1,1,1,24,0,0,69,1,0,2,2
0,3,1,2,3,2,27,0,5,8,2
1,3,0,32,0,0,56,0,0,8,1
1,3,1,0,2,1,19,1,3,8,2
1,1,0,48,1,0,76,1,1,4,1
0,3,0,19,0,0,7,0,0,8,1
1,1,0,56,0,0,35,1,0,1,5
0,3,0,28,0,0,7,0,0,8,1
1,3,1,23,0,0,7,0,0,8,2
0,3,0,43,0,0,7,0,0,8,1
1,2,1,18,0,1,23,0,1,8,2
0,3,0,21,0,0,8,0,0,8,1
1,3,1,43,0,0,7,2,0,8,2
0,3,1,18,0,0,6,2,0,8,2
0,2,0,24,2,0,73,0,2,8,1
0,3,0,27,0,0,7,0,0,8,1
0,3,1,32,1,1,15,2,2,8,3
0,2,0,23,0,0,13,0,0,8,1
0,1,0,58,0,2,113,1,2,4,1
1,1,0,50,2,0,133,0,2,8,5
0,3,0,40,0,0,7,1,0,8,1
0,1,0,47,0,0,25,0,0,5,1
0,3,0,36,0,0,7,0,0,8,1
1,3,0,20,1,0,7,0,1,8,1
0,2,0,32,2,0,73,0,2,8,1
0,2,0,25,0,0,13,0,0,8,1
0,3,0,28,0,0,7,0,0,8,1
0,3,0,43,0,0,8,0,0,8,1
1,1,1,30,1,0,52,0,1,3,3
1,2,1,40,1,1,39,0,2,8,3
0,1,0,31,1,0,52,0,1,2,1
0,2,0,70,0,0,10,0,0,8,1
1,2,0,31,0,0,13,0,0,8,1
0,2,0,25,0,0,0,0,0,8,1
0,3,0,18,0,0,7,0,0,8,1
0,3,0,24,0,0,8,0,0,8,1
1,3,1,18,0,0,9,0,0,8,2
0,3,1,43,1,6,46,0,7,8,3
1,1,0,36,0,1,512,1,1,2,1
0,3,1,19,0,0,8,2,0,8,2
1,1,0,27,0,0,76,1,0,4,1
0,3,0,20,0,0,9,0,0,8,1
0,3,0,14,5,2,46,0,7,8,1
0,2,0,60,1,1,39,0,2,8,1
0,2,0,25,1,2,41,1,3,8,1
0,3,0,14,4,1,39,0,5,8,1
0,3,0,19,0,0,10,0,0,8,1
0,3,0,18,0,0,7,0,0,8,1
1,1,1,15,0,1,211,0,1,2,2
1,1,0,31,1,0,57,0,1,2,1
1,3,1,4,0,1,13,1,1,8,2
1,3,0,37,0,0,56,0,0,8,1
0,3,0,25,0,0,7,1,0,8,1
0,1,0,60,0,0,26,0,0,8,5
0,2,0,52,0,0,13,0,0,8,1
0,3,0,44,0,0,8,0,0,8,1
1,3,1,31,0,0,7,2,0,8,2
0,1,0,49,1,1,110,1,2,3,1
0,3,0,42,0,0,7,0,0,6,1
1,1,1,18,1,0,227,1,1,3,3
1,1,0,35,0,0,26,0,0,5,1
0,3,1,18,0,1,14,1,1,8,2
0,3,0,25,0,0,7,2,0,8,1
0,3,0,26,1,0,7,0,1,8,1
0,2,0,39,0,0,26,0,0,8,1
1,2,1,45,0,0,13,0,0,8,3
1,1,0,42,0,0,26,0,0,5,1
1,1,1,22,0,0,151,0,0,8,2
1,3,0,27,1,1,15,1,2,8,4
1,1,1,24,0,0,49,1,0,3,2
0,1,0,32,0,0,26,0,0,3,1
1,1,0,48,1,0,52,0,1,3,1
0,3,0,29,0,0,9,0,0,8,1
0,2,0,52,0,0,13,0,0,8,1
0,3,0,19,0,0,7,0,0,6,1
1,1,1,38,0,0,227,1,0,3,2
1,2,1,27,0,0,10,0,0,5,2
0,3,0,39,0,0,15,2,0,8,1
0,3,0,33,0,0,7,0,0,8,1
1,2,1,6,0,1,33,0,1,8,2
0,3,0,17,1,0,7,0,1,8,1
0,2,0,34,0,0,13,0,0,8,1
0,2,0,50,0,0,13,0,0,8,1
1,1,0,27,1,0,53,0,1,5,1
0,3,0,20,0,0,8,0,0,8,1
1,2,1,30,3,0,21,0,3,8,3
1,3,1,41,0,0,7,2,0,8,2
0,2,0,25,1,0,26,0,1,8,1
0,3,1,25,1,0,7,0,1,8,2
1,1,1,29,0,0,211,0,0,2,2
0,3,0,11,0,0,18,1,0,8,1
0,2,0,33,0,0,0,0,0,8,1
0,2,0,23,0,0,13,0,0,8,1
0,2,0,23,0,0,13,0,0,8,1
0,3,0,28,0,0,16,0,0,8,1
0,3,1,48,1,3,34,0,4,8,3
1,1,0,35,0,0,512,1,0,2,1
0,3,0,29,0,0,7,0,0,8,1
0,3,0,22,0,0,7,0,0,8,1
1,1,0,21,0,0,30,0,0,4,1
0,1,0,36,1,0,78,0,1,3,1
1,1,1,21,2,2,262,1,4,2,2
0,3,0,24,1,0,16,0,1,8,1
1,3,0,31,0,0,7,0,0,8,1
0,1,0,70,1,1,71,0,2,2,5
0,3,0,16,1,1,20,0,2,8,1
1,2,1,30,0,0,13,0,0,8,2
0,1,0,19,1,0,53,0,1,4,1
0,3,0,31,0,0,7,2,0,8,1
1,2,1,4,1,1,23,0,2,8,2
1,3,0,6,0,1,12,0,1,5,4
0,3,0,33,0,0,9,0,0,8,1
0,3,0,23,0,0,7,0,0,8,1
1,2,1,48,1,2,65,0,3,8,3
1,2,0,0,1,1,14,0,2,8,4
0,3,0,28,0,0,7,0,0,8,1
0,2,0,18,0,0,11,0,0,8,1
0,3,0,34,0,0,8,0,0,8,1
1,1,1,33,0,0,86,0,0,2,5
0,3,0,18,0,0,14,0,0,8,1
0,3,0,41,0,0,7,0,0,8,1
1,3,0,20,0,0,7,1,0,8,1
1,1,1,36,1,2,120,0,3,2,3
0,3,0,16,0,0,7,0,0,8,1
1,1,1,51,1,0,77,0,1,4,3
0,1,0,39,0,0,39,1,0,8,5
0,3,1,30,0,0,7,2,0,8,2
0,3,0,40,1,0,24,2,1,8,1
0,3,0,32,0,0,8,0,0,8,1
0,3,0,24,0,0,9,0,0,8,1
0,3,0,48,0,0,7,0,0,8,1
0,2,1,57,0,0,10,0,0,5,3
0,3,0,36,0,0,7,1,0,8,1
1,2,1,54,1,3,23,0,4,8,3
0,3,0,18,0,0,7,0,0,8,1
0,3,0,43,0,0,7,2,0,6,1
1,3,1,5,0,0,12,0,0,8,2
0,3,0,38,0,0,7,2,0,8,1
1,1,1,43,0,1,211,0,1,2,3
1,3,1,13,0,0,7,1,0,8,2
1,1,1,17,1,0,57,0,1,2,3
0,1,0,29,0,0,30,0,0,4,1
0,3,0,36,1,2,23,0,3,8,1
0,3,0,25,0,0,7,0,0,8,1
0,3,0,25,0,0,7,0,0,8,1
1,3,1,18,0,0,7,0,0,8,2
0,3,0,8,4,1,29,2,5,8,4
1,3,0,1,1,2,20,0,3,8,4
0,1,0,46,0,0,79,1,0,2,1
0,3,0,39,0,0,7,2,0,8,1
0,2,0,16,0,0,26,0,0,8,1
0,3,1,28,8,2,69,0,10,8,2
0,1,0,22,0,0,30,1,0,8,1
0,3,0,25,0,0,7,0,0,8,1
0,2,0,39,0,0,13,0,0,8,1
1,1,1,49,0,0,25,0,0,4,5
1,3,1,31,0,0,8,0,0,8,3
0,3,0,30,0,0,7,1,0,8,1
0,3,1,30,1,1,24,0,2,8,3
0,2,0,34,0,0,13,0,0,8,1
1,2,1,31,1,1,26,0,2,8,3
1,1,0,11,1,2,120,0,3,2,4
1,3,0,0,0,1,8,1,1,8,4
1,3,0,27,0,0,6,0,0,8,1
0,3,0,31,0,0,7,0,0,8,1
0,1,0,39,0,0,0,0,0,1,1
0,3,1,18,0,0,7,0,0,8,2
0,2,0,39,0,0,13,0,0,8,1
1,1,1,33,1,0,53,0,1,5,3
0,3,0,26,0,0,7,0,0,8,1
0,3,0,39,0,0,24,0,0,8,1
0,2,0,35,0,0,10,0,0,8,1
0,3,1,6,4,2,31,0,6,8,2
0,3,0,30,0,0,8,0,0,8,1
0,1,0,30,0,0,0,0,0,2,1
0,3,1,23,0,0,7,0,0,8,2
0,2,0,31,1,1,37,1,2,8,1
0,3,0,43,0,0,6,0,0,8,1
0,3,0,10,3,2,27,0,5,8,4
1,1,1,52,1,1,93,0,2,2,3
1,3,0,27,0,0,8,0,0,8,1
0,1,0,38,0,0,0,0,0,8,5
1,3,1,27,0,1,12,0,1,5,3
0,3,0,2,4,1,39,0,5,8,4
0,3,0,33,0,0,6,2,0,8,1
0,3,0,30,0,0,56,0,0,8,1
1,2,0,1,0,2,37,1,2,8,4
1,3,0,25,0,0,7,2,0,8,1
1,1,1,62,0,0,80,0,0,2,3
1,3,1,15,1,0,14,1,1,8,3
1,2,0,0,1,1,18,0,2,8,4
0,3,0,38,0,0,7,1,0,8,1
0,3,0,23,0,0,7,0,0,8,1
0,3,0,18,0,0,8,0,0,8,1
1,1,1,39,1,1,83,1,2,5,2
0,3,0,21,0,0,8,0,0,8,1
0,3,0,28,0,0,8,0,0,8,1
1,3,0,32,0,0,56,0,0,8,1
1,1,0,42,0,0,29,1,0,3,1
0,3,0,20,0,0,7,0,0,8,1
0,2,0,16,0,0,10,0,0,8,1
1,1,1,30,0,0,31,1,0,8,2
0,3,0,34,0,0,6,1,0,8,1
0,3,0,17,0,0,8,0,0,8,1
0,3,0,42,0,0,7,0,0,8,1
0,3,0,20,8,2,69,0,10,8,1
0,3,0,35,0,0,7,1,0,8,1
0,2,0,28,0,1,33,0,1,8,5
1,1,1,23,1,0,89,1,1,3,3
0,3,0,4,4,2,31,0,6,8,4
0,3,0,74,0,0,7,0,0,8,1
0,3,1,9,1,1,15,1,2,8,2
1,1,1,16,0,1,39,0,1,4,2
0,2,1,44,1,0,26,0,1,8,3
1,3,1,18,0,1,9,0,1,8,3
1,1,1,45,1,1,164,0,2,8,3
1,1,0,51,0,0,26,0,0,5,1
1,3,1,24,0,3,19,1,3,8,3
0,3,0,38,0,0,7,1,0,8,1
0,3,0,41,2,0,14,0,2,8,1
0,2,0,21,1,0,11,0,1,8,1
1,1,1,48,0,0,25,0,0,4,3
0,3,1,36,8,2,69,0,10,8,2
0,2,0,24,0,0,13,0,0,8,1
1,2,1,42,0,0,13,0,0,8,3
1,2,1,27,1,0,13,1,1,8,2
0,1,0,31,0,0,50,0,0,1,1
0,3,0,18,0,0,9,0,0,8,1
1,3,0,4,1,1,11,0,2,8,4
0,3,0,26,0,0,7,0,0,8,1
1,1,1,47,1,1,52,0,2,4,3
0,1,0,33,0,0,5,0,0,2,1
0,3,0,47,0,0,9,0,0,8,1
1,2,1,28,1,0,24,1,1,8,3
1,3,1,15,0,0,7,1,0,8,2
0,3,0,20,0,0,9,0,0,8,1
0,3,0,19,0,0,7,0,0,8,1
0,3,0,41,0,0,7,0,0,8,1
1,1,1,56,0,1,83,1,1,3,3
1,2,1,25,0,1,26,0,1,8,3
0,3,0,33,0,0,7,0,0,8,1
0,3,1,22,0,0,10,0,0,8,2
0,2,0,28,0,0,10,0,0,8,1
0,3,0,25,0,0,7,0,0,8,1
0,3,1,39,0,5,29,2,5,8,3
0,2,0,27,0,0,13,0,0,8,5
1,1,1,19,0,0,30,0,0,2,2
0,3,1,37,1,2,23,0,3,8,2
1,1,0,26,0,0,30,1,0,3,1
0,3,0,32,0,0,7,2,0,8,1
